Year Month,Postal Code,Customer Class,Total Gallons
2019/03,78758,Multi-Family,"44,716,800"
2019/03,78758,Residential,"31,305,800"
2019/03,78758,Irrigation - Residential,"46,900"
2019/03,78758,Irrigation - Multi-Family,"1,170,100"
2019/03,78759,Irrigation - Multi-Family,"411,000"
2019/03,78759,Multi-Family,"30,751,200"
2019/03,78759,Residential,"41,324,800"
2019/03,78759,Irrigation - Residential,"33,300"
2019/04,78613,Irrigation - Multi-Family,"529,400"
2019/04,78613,Multi-Family,"3,891,000"
2019/04,78617,Irrigation - Residential,"10,700"
2019/04,78617,Irrigation - Multi-Family,"5,800"
2019/04,78617,Residential,"18,585,100"
2019/04,78617,Multi-Family,"4,658,800"
2019/04,78652,Residential,"5,076,500"
2019/04,78652,Irrigation - Residential,"10,300"
2019/04,78653,Residential,"3,655,100"
2019/04,78653,Irrigation - Multi-Family,0
2019/04,78653,Irrigation - Residential,"21,100"
2019/04,78653,Multi-Family,"463,200"
2019/04,78660,Multi-Family,"3,051,700"
2019/04,78660,Residential,"11,511,700"
2019/04,78660,Irrigation - Multi-Family,"2,170,900"
2019/04,78660,Irrigation - Residential,"25,300"
2019/04,78701,Irrigation - Multi-Family,"565,100"
2019/04,78701,Multi-Family,"19,337,400"
2019/04,78701,Irrigation - Residential,"51,800"
2019/04,78701,Residential,"1,338,400"
2019/04,78702,Multi-Family,"12,942,900"
2019/04,78702,Irrigation - Residential,"6,500"
2019/04,78702,Residential,"24,575,100"
2019/04,78702,Irrigation - Multi-Family,"1,456,100"
2019/04,78703,Irrigation - Residential,"1,159,200"
2019/04,78703,Residential,"45,883,900"
2019/04,78703,Irrigation - Multi-Family,"411,400"
2019/04,78703,Multi-Family,"13,364,900"
2019/04,78704,Irrigation - Residential,"150,900"
2019/04,78704,Irrigation - Multi-Family,"1,841,200"
2019/04,78704,Residential,"42,641,700"
2019/04,78704,Multi-Family,"50,576,000"
2019/04,78705,Residential,"8,653,200"
2019/04,78705,Irrigation - Residential,"68,600"
2019/04,78705,Multi-Family,"39,896,000"
2019/04,78705,Irrigation - Multi-Family,"448,000"
2019/04,78717,Multi-Family,"15,298,400"
2019/04,78717,Irrigation - Multi-Family,"5,303,100"
2019/04,78717,Irrigation - Residential,"21,000"
2019/04,78717,Residential,"34,251,700"
2019/04,78719,Residential,"1,599,400"
2019/04,78719,Multi-Family,"268,600"
2019/04,78721,Irrigation - Multi-Family,"127,000"
2019/04,78721,Residential,"12,297,600"
2019/04,78721,Irrigation - Residential,"1,800"
2019/04,78721,Multi-Family,"4,820,600"
2019/04,78722,Residential,"7,453,500"
2019/04,78722,Irrigation - Multi-Family,"31,500"
2019/04,78722,Multi-Family,"2,431,100"
2019/04,78723,Irrigation - Residential,"18,100"
2019/04,78723,Irrigation - Multi-Family,"252,600"
2019/04,78723,Multi-Family,"22,009,200"
2019/04,78723,Residential,"31,158,900"
2019/04,78724,Multi-Family,"13,272,400"
2019/04,78724,Irrigation - Multi-Family,"11,400"
2019/04,78724,Residential,"18,767,500"
2019/04,78724,Irrigation - Residential,"19,300"
2019/04,78725,Multi-Family,"143,000"
2019/04,78725,Residential,"3,273,100"
2019/04,78725,Irrigation - Residential,0
2019/04,78726,Irrigation - Multi-Family,"3,538,500"
2019/04,78726,Residential,"16,091,800"
2019/04,78726,Irrigation - Residential,"20,500"
2019/04,78726,Multi-Family,"12,923,800"
2019/04,78727,Irrigation - Multi-Family,"3,336,600"
2019/04,78727,Irrigation - Residential,"24,200"
2019/04,78727,Residential,"31,751,700"
2019/04,78727,Multi-Family,"20,512,700"
2019/04,78728,Irrigation - Multi-Family,"887,800"
2019/04,78728,Multi-Family,"9,287,000"
2019/04,78728,Irrigation - Residential,"5,300"
2019/04,78728,Residential,"6,858,200"
2019/04,78729,Irrigation - Residential,900
2019/04,78729,Multi-Family,"22,508,100"
2019/04,78729,Residential,"18,743,600"
2019/04,78729,Irrigation - Multi-Family,"1,244,400"
2019/04,78730,Irrigation - Residential,"127,400"
2019/04,78730,Multi-Family,"4,719,400"
2019/04,78730,Irrigation - Multi-Family,"322,800"
2019/04,78730,Residential,"20,229,200"
2019/04,78731,Irrigation - Residential,"313,400"
2019/04,78731,Residential,"53,350,600"
2019/04,78731,Irrigation - Multi-Family,"527,900"
2019/04,78731,Multi-Family,"15,805,000"
2019/04,78732,Residential,"3,100"
2019/04,78735,Multi-Family,"11,390,500"
2019/04,78735,Residential,"17,621,200"
2019/04,78735,Irrigation - Multi-Family,"1,189,800"
2019/04,78736,Irrigation - Multi-Family,"1,110,200"
2019/04,78736,Multi-Family,"3,920,800"
2019/04,78736,Irrigation - Residential,"3,600"
2019/04,78736,Residential,"12,167,200"
2019/04,78737,Residential,"7,090,000"
2019/04,78737,Irrigation - Residential,"3,100"
2019/04,78738,Residential,"55,400"
2019/04,78739,Irrigation - Multi-Family,100
2019/04,78739,Multi-Family,"107,200"
2019/04,78739,Residential,"33,468,600"
2019/04,78741,Irrigation - Multi-Family,"1,564,000"
2019/04,78741,Multi-Family,"64,756,500"
2019/04,78741,Irrigation - Residential,"18,400"
2019/04,78741,Residential,"17,379,000"
2019/04,78742,Irrigation - Multi-Family,"56,000"
2019/04,78742,Multi-Family,"174,500"
2019/04,78742,Residential,"646,200"
2019/04,78744,Residential,"48,226,200"
2019/04,78744,Irrigation - Multi-Family,"1,698,200"
2019/04,78744,Irrigation - Residential,"35,800"
2019/04,78744,Multi-Family,"29,588,700"
2019/04,78745,Irrigation - Residential,"45,900"
2019/04,78745,Residential,"61,511,400"
2019/04,78745,Irrigation - Multi-Family,"2,778,000"
2019/04,78745,Multi-Family,"33,421,000"
2019/04,78746,Irrigation - Multi-Family,"422,600"
2019/04,78746,Multi-Family,"11,247,600"
2019/04,78746,Irrigation - Residential,"291,200"
2019/04,78746,Residential,"35,597,200"
2019/04,78747,Irrigation - Multi-Family,"724,800"
2019/04,78747,Irrigation - Residential,"2,000"
2019/04,78747,Residential,"25,041,500"
2019/04,78747,Multi-Family,"7,396,800"
2019/04,78748,Residential,"62,069,200"
2019/04,78748,Irrigation - Residential,"23,400"
2019/04,78748,Multi-Family,"24,891,600"
2019/04,78748,Irrigation - Multi-Family,"3,525,500"
2019/04,78749,Irrigation - Residential,"20,500"
2019/04,78749,Residential,"49,736,500"
2019/04,78749,Multi-Family,"14,536,000"
2019/04,78749,Irrigation - Multi-Family,"1,664,100"
2019/04,78750,Multi-Family,"12,844,200"
2019/04,78750,Residential,"43,729,500"
2019/04,78750,Irrigation - Multi-Family,"745,400"
2019/04,78750,Irrigation - Residential,"10,600"
2019/04,78751,Irrigation - Residential,"32,100"
2019/04,78751,Irrigation - Multi-Family,"110,200"
2019/04,78751,Multi-Family,"13,188,900"
2019/04,78751,Residential,"14,486,300"
2019/04,78752,Residential,"10,364,200"
2019/04,78752,Irrigation - Residential,800
2019/04,78752,Multi-Family,"18,871,800"
2019/04,78752,Irrigation - Multi-Family,"79,400"
2019/04,78753,Residential,"36,435,400"
2019/04,78753,Irrigation - Residential,"2,800"
2019/04,78753,Multi-Family,"58,187,900"
2019/04,78753,Irrigation - Multi-Family,"3,840,400"
2019/04,78754,Irrigation - Multi-Family,"2,422,200"
2019/04,78754,Residential,"22,217,700"
2019/04,78754,Irrigation - Residential,"20,900"
2019/04,78754,Multi-Family,"16,144,600"
2019/04,78756,Residential,"10,360,400"
2019/04,78756,Multi-Family,"5,456,200"
2019/04,78756,Irrigation - Multi-Family,"189,800"
2019/04,78756,Irrigation - Residential,"51,500"
2019/04,78757,Residential,"30,157,100"
2019/04,78757,Irrigation - Multi-Family,"222,700"
2019/04,78757,Multi-Family,"13,681,100"
2019/04,78757,Irrigation - Residential,"19,600"
2019/04,78758,Irrigation - Multi-Family,"2,512,500"
2019/04,78758,Irrigation - Residential,"52,000"
2019/04,78758,Multi-Family,"47,130,700"
2019/04,78758,Residential,"34,597,000"
2019/04,78759,Irrigation - Multi-Family,"1,092,100"
2019/04,78759,Multi-Family,"33,546,700"
2019/04,78759,Residential,"51,312,600"
2019/04,78759,Irrigation - Residential,"88,000"
2019/05,78613,Irrigation - Multi-Family,"599,800"
2019/05,78613,Multi-Family,"3,852,200"
2019/05,78617,Irrigation - Multi-Family,"3,900"
2019/05,78617,Multi-Family,"4,396,100"
2019/05,78617,Irrigation - Residential,"9,100"
2019/05,78617,Residential,"18,844,600"
2019/05,78652,Irrigation - Residential,"40,100"
2019/05,78652,Residential,"5,223,100"
2019/05,78653,Multi-Family,"101,600"
2019/05,78653,Residential,"3,065,600"
2019/05,78653,Irrigation - Residential,"13,700"
2019/05,78660,Irrigation - Residential,"17,300"
2019/05,78660,Residential,"11,325,400"
2019/05,78660,Multi-Family,"3,270,200"
2019/05,78660,Irrigation - Multi-Family,"2,246,900"
2019/05,78701,Residential,"822,700"
2019/05,78701,Irrigation - Residential,"51,300"
2019/05,78701,Irrigation - Multi-Family,"767,700"
2019/05,78701,Multi-Family,"18,725,200"
2019/05,78702,Irrigation - Residential,"6,800"
2019/05,78702,Multi-Family,"12,783,900"
2019/05,78702,Residential,"23,560,500"
2019/05,78702,Irrigation - Multi-Family,"1,220,400"
2019/05,78703,Residential,"42,276,400"
2019/05,78703,Irrigation - Multi-Family,"399,900"
2019/05,78703,Irrigation - Residential,"753,000"
2019/05,78703,Multi-Family,"12,237,500"
2019/05,78704,Irrigation - Residential,"124,700"
2019/05,78704,Multi-Family,"49,715,100"
2019/05,78704,Irrigation - Multi-Family,"2,358,600"
2019/05,78704,Residential,"40,546,300"
2019/05,78705,Irrigation - Multi-Family,"528,600"
2019/05,78705,Irrigation - Residential,"62,600"
2019/05,78705,Multi-Family,"40,378,200"
2019/05,78705,Residential,"8,408,500"
2019/05,78717,Irrigation - Multi-Family,"5,157,300"
2019/05,78717,Multi-Family,"15,140,900"
2019/05,78717,Irrigation - Residential,"11,100"
2019/05,78717,Residential,"30,444,800"
2019/05,78719,Multi-Family,"280,000"
2019/05,78719,Residential,"1,307,100"
2019/05,78721,Multi-Family,"5,130,400"
2019/05,78721,Residential,"11,746,700"
2019/05,78721,Irrigation - Multi-Family,"67,500"
2019/05,78721,Irrigation - Residential,"1,800"
2019/05,78722,Multi-Family,"2,813,800"
2019/05,78722,Irrigation - Multi-Family,"40,100"
2019/05,78722,Residential,"7,180,400"
2019/05,78723,Irrigation - Multi-Family,"119,600"
2019/05,78723,Irrigation - Residential,"13,600"
2019/05,78723,Residential,"30,792,400"
2019/05,78723,Multi-Family,"22,353,500"
2019/05,78724,Irrigation - Residential,"17,300"
2019/05,78724,Irrigation - Multi-Family,"11,600"
2019/05,78724,Multi-Family,"15,003,500"
2019/05,78724,Residential,"18,453,100"
2019/05,78725,Residential,"3,318,600"
2019/05,78725,Multi-Family,"135,100"
2019/05,78725,Irrigation - Residential,0
2019/05,78726,Multi-Family,"12,492,900"
2019/05,78726,Residential,"14,880,000"
2019/05,78726,Irrigation - Multi-Family,"3,744,300"
2019/05,78726,Irrigation - Residential,"18,100"
2019/05,78727,Residential,"29,897,600"
2019/05,78727,Irrigation - Multi-Family,"2,705,300"
2019/05,78727,Multi-Family,"20,182,200"
2019/05,78727,Irrigation - Residential,"7,700"
2019/05,78728,Irrigation - Residential,"13,100"
2019/05,78728,Irrigation - Multi-Family,"1,745,100"
2019/05,78728,Residential,"6,761,700"
2019/05,78728,Multi-Family,"8,842,700"
2019/05,78729,Irrigation - Multi-Family,"2,897,900"
2019/05,78729,Irrigation - Residential,200
2019/05,78729,Multi-Family,"22,730,700"
2019/05,78729,Residential,"18,807,600"
2019/05,78730,Irrigation - Multi-Family,"593,200"
2019/05,78730,Residential,"18,738,400"
2019/05,78730,Multi-Family,"4,890,200"
2019/05,78730,Irrigation - Residential,"241,900"
2019/05,78731,Residential,"47,059,400"
2019/05,78731,Irrigation - Residential,"186,500"
2019/05,78731,Multi-Family,"16,799,600"
2019/05,78731,Irrigation - Multi-Family,"708,200"
2019/05,78732,Residential,"2,800"
2019/05,78735,Multi-Family,"11,566,000"
2019/05,78735,Residential,"16,018,400"
2019/05,78735,Irrigation - Multi-Family,"1,590,400"
2019/05,78736,Multi-Family,"3,985,000"
2019/05,78736,Irrigation - Multi-Family,"1,379,500"
2019/05,78736,Residential,"11,308,100"
2019/05,78736,Irrigation - Residential,"4,400"
2019/05,78737,Residential,"6,153,500"
2019/05,78737,Irrigation - Residential,"3,600"
2019/05,78738,Residential,"55,600"
2019/05,78739,Multi-Family,"6,000"
2019/05,78739,Residential,"35,465,700"
2019/05,78739,Irrigation - Multi-Family,0
2019/05,78741,Irrigation - Residential,"19,500"
2019/05,78741,Multi-Family,"69,765,300"
2019/05,78741,Irrigation - Multi-Family,"1,936,000"
2019/05,78741,Residential,"17,147,800"
2019/05,78742,Irrigation - Multi-Family,"47,100"
2019/05,78742,Residential,"614,800"
2019/05,78742,Multi-Family,"169,800"
2019/05,78744,Multi-Family,"29,516,500"
2019/05,78744,Residential,"47,151,900"
2019/05,78744,Irrigation - Residential,"37,100"
2019/05,78744,Irrigation - Multi-Family,"2,600,700"
2019/05,78745,Residential,"59,276,600"
2019/05,78745,Irrigation - Multi-Family,"3,196,500"
2019/05,78745,Multi-Family,"33,736,100"
2019/05,78745,Irrigation - Residential,"38,800"
2019/05,78746,Irrigation - Multi-Family,"733,600"
2019/05,78746,Irrigation - Residential,"320,900"
2019/05,78746,Multi-Family,"10,761,600"
2019/05,78746,Residential,"32,607,100"
2019/05,78747,Multi-Family,"7,547,700"
2019/05,78747,Irrigation - Residential,"1,800"
2019/05,78747,Irrigation - Multi-Family,"577,000"
2019/05,78747,Residential,"25,166,900"
2019/05,78748,Irrigation - Residential,"22,500"
2019/05,78748,Irrigation - Multi-Family,"6,004,300"
2019/05,78748,Residential,"58,568,900"
2019/05,78748,Multi-Family,"24,562,700"
2019/05,78749,Multi-Family,"14,343,000"
2019/05,78749,Irrigation - Multi-Family,"2,438,700"
2019/05,78749,Residential,"46,405,100"
2019/05,78749,Irrigation - Residential,"20,900"
2019/05,78750,Multi-Family,"12,685,300"
2019/05,78750,Irrigation - Multi-Family,"951,300"
2019/05,78750,Irrigation - Residential,"3,500"
2019/05,78750,Residential,"42,039,100"
2019/05,78751,Residential,"13,855,800"
2019/05,78751,Irrigation - Residential,"81,400"
2019/05,78751,Multi-Family,"13,039,300"
2019/05,78751,Irrigation - Multi-Family,"310,200"
2019/05,78752,Irrigation - Multi-Family,"75,500"
2019/05,78752,Irrigation - Residential,"1,000"
2019/05,78752,Multi-Family,"17,903,600"
2019/05,78752,Residential,"10,399,600"
2019/05,78753,Multi-Family,"59,162,300"
2019/05,78753,Irrigation - Residential,"1,900"
2019/05,78753,Residential,"34,681,700"
2019/05,78753,Irrigation - Multi-Family,"3,448,500"
2019/05,78754,Residential,"20,287,900"
2019/05,78754,Irrigation - Residential,"24,500"
2019/05,78754,Irrigation - Multi-Family,"2,628,900"
2019/05,78754,Multi-Family,"15,577,600"
2019/05,78756,Irrigation - Multi-Family,"192,800"
2019/05,78756,Residential,"9,860,300"
2019/05,78756,Irrigation - Residential,"35,700"
2019/05,78756,Multi-Family,"5,218,300"
2019/05,78757,Irrigation - Residential,"41,700"
2019/05,78757,Residential,"27,682,900"
2019/05,78757,Irrigation - Multi-Family,"266,100"
2019/05,78757,Multi-Family,"13,373,100"
2019/05,78758,Multi-Family,"49,154,300"
2019/05,78758,Residential,"33,768,500"
2019/05,78758,Irrigation - Residential,"61,800"
2019/05,78758,Irrigation - Multi-Family,"3,807,200"
2019/05,78759,Residential,"49,124,800"
2019/05,78759,Irrigation - Residential,"63,600"
2019/05,78759,Irrigation - Multi-Family,"1,268,600"
2019/05,78759,Multi-Family,"35,147,000"
2019/06,78613,Multi-Family,"4,434,300"
2019/06,78613,Irrigation - Multi-Family,"1,810,900"
2019/06,78617,Irrigation - Residential,"9,600"
2019/06,78617,Residential,"20,043,900"
2019/06,78617,Irrigation - Multi-Family,"3,500"
2019/06,78617,Multi-Family,"5,588,000"
2019/06,78652,Residential,"5,753,600"
2019/06,78652,Irrigation - Residential,"35,300"
2019/06,78653,Multi-Family,"144,600"
2019/06,78653,Residential,"4,683,500"
2019/06,78653,Irrigation - Residential,"19,600"
2019/06,78660,Irrigation - Multi-Family,"2,685,700"
2019/06,78660,Multi-Family,"4,284,800"
2019/06,78660,Irrigation - Residential,"16,400"
2019/06,78660,Residential,"12,312,300"
2019/06,78701,Residential,"985,400"
2019/06,78701,Irrigation - Residential,"72,200"
2019/06,78701,Multi-Family,"19,469,400"
2019/06,78701,Irrigation - Multi-Family,"662,500"
2019/06,78702,Multi-Family,"12,894,000"
2019/06,78702,Irrigation - Multi-Family,"1,741,800"
2019/06,78702,Residential,"25,328,100"
2019/06,78702,Irrigation - Residential,"9,300"
2019/06,78703,Irrigation - Multi-Family,"468,400"
2019/06,78703,Irrigation - Residential,"937,300"
2019/06,78703,Residential,"47,980,600"
2019/06,78703,Multi-Family,"12,971,100"
2019/06,78704,Irrigation - Multi-Family,"2,887,900"
2019/06,78704,Multi-Family,"52,244,100"
2019/06,78704,Residential,"42,346,800"
2019/06,78704,Irrigation - Residential,"168,800"
2019/06,78705,Irrigation - Residential,"39,800"
2019/06,78705,Irrigation - Multi-Family,"564,900"
2019/06,78705,Multi-Family,"35,285,200"
2019/06,78705,Residential,"8,487,400"
2019/06,78717,Irrigation - Multi-Family,"6,419,800"
2019/06,78717,Irrigation - Residential,"20,700"
2019/06,78717,Multi-Family,"14,338,800"
2019/06,78717,Residential,"38,009,300"
2019/06,78719,Multi-Family,"321,100"
2019/06,78719,Residential,"1,519,600"
2019/06,78721,Irrigation - Multi-Family,"113,500"
2019/06,78721,Multi-Family,"5,139,300"
2019/06,78721,Irrigation - Residential,"3,200"
2019/06,78721,Residential,"13,021,800"
2019/06,78722,Irrigation - Multi-Family,"96,900"
2019/06,78722,Residential,"7,653,200"
2019/06,78722,Multi-Family,"2,790,600"
2019/06,78723,Multi-Family,"22,214,100"
2019/06,78723,Irrigation - Multi-Family,"244,300"
2019/06,78723,Irrigation - Residential,"21,800"
2019/06,78723,Residential,"32,020,400"
2019/06,78724,Multi-Family,"14,226,600"
2019/06,78724,Residential,"19,872,100"
2019/06,78724,Irrigation - Residential,"16,000"
2019/06,78724,Irrigation - Multi-Family,"5,800"
2019/06,78725,Irrigation - Residential,0
2019/06,78725,Multi-Family,"155,800"
2019/06,78725,Residential,"3,717,600"
2019/06,78726,Irrigation - Residential,"21,600"
2019/06,78726,Multi-Family,"14,473,900"
2019/06,78726,Residential,"18,140,200"
2019/06,78726,Irrigation - Multi-Family,"3,848,400"
2019/06,78727,Irrigation - Multi-Family,"4,320,200"
2019/06,78727,Multi-Family,"21,521,300"
2019/06,78727,Irrigation - Residential,"13,200"
2019/06,78727,Residential,"34,205,300"
2019/06,78728,Irrigation - Multi-Family,"2,490,800"
2019/06,78728,Irrigation - Residential,"7,800"
2019/06,78728,Residential,"6,930,100"
2019/06,78728,Multi-Family,"9,569,000"
2019/06,78729,Multi-Family,"22,476,500"
2019/06,78729,Irrigation - Multi-Family,"3,569,500"
2019/06,78729,Irrigation - Residential,"1,700"
2019/06,78729,Residential,"20,337,700"
2019/06,78730,Irrigation - Residential,"185,900"
2019/06,78730,Irrigation - Multi-Family,"789,500"
2019/06,78730,Residential,"21,109,300"
2019/06,78730,Multi-Family,"4,761,900"
2019/06,78731,Multi-Family,"16,079,100"
2019/06,78731,Irrigation - Multi-Family,"794,300"
2019/06,78731,Residential,"57,201,900"
2019/06,78731,Irrigation - Residential,"328,000"
2019/06,78732,Residential,"6,000"
2019/06,78735,Irrigation - Multi-Family,"2,579,300"
2019/06,78735,Multi-Family,"11,578,100"
2019/06,78735,Residential,"17,403,000"
2019/06,78736,Irrigation - Residential,"4,500"
2019/06,78736,Irrigation - Multi-Family,"1,280,100"
2019/06,78736,Residential,"12,226,000"
2019/06,78736,Multi-Family,"4,072,100"
2019/06,78737,Residential,"7,246,900"
2019/06,78737,Irrigation - Residential,"6,500"
2019/06,78738,Residential,"51,000"
2019/06,78739,Residential,"39,300,900"
2019/06,78739,Irrigation - Multi-Family,"52,600"
2019/06,78739,Multi-Family,"6,400"
2019/06,78741,Irrigation - Residential,"36,200"
2019/06,78741,Multi-Family,"68,521,900"
2019/06,78741,Residential,"18,081,000"
2019/06,78741,Irrigation - Multi-Family,"2,821,000"
2019/06,78742,Residential,"796,600"
2019/06,78742,Multi-Family,"191,900"
2019/06,78742,Irrigation - Multi-Family,"68,000"
2019/06,78744,Irrigation - Residential,"33,500"
2019/06,78744,Multi-Family,"29,791,400"
2019/06,78744,Irrigation - Multi-Family,"3,628,800"
2019/06,78744,Residential,"49,969,200"
2019/06,78745,Irrigation - Residential,"44,400"
2019/06,78745,Multi-Family,"34,019,300"
2019/06,78745,Irrigation - Multi-Family,"4,612,100"
2019/06,78745,Residential,"62,807,400"
2019/06,78746,Multi-Family,"12,098,700"
2019/06,78746,Residential,"40,068,200"
2019/06,78746,Irrigation - Multi-Family,"873,900"
2019/06,78746,Irrigation - Residential,"329,000"
2019/06,78747,Irrigation - Residential,"1,900"
2019/06,78747,Multi-Family,"7,504,400"
2019/06,78747,Irrigation - Multi-Family,"252,200"
2019/06,78747,Residential,"26,782,000"
2019/06,78748,Multi-Family,"26,763,600"
2019/06,78748,Irrigation - Multi-Family,"7,391,700"
2019/06,78748,Irrigation - Residential,"25,900"
2019/06,78748,Residential,"64,052,000"
2019/06,78749,Multi-Family,"14,656,300"
2019/06,78749,Irrigation - Multi-Family,"4,131,100"
2019/06,78749,Irrigation - Residential,"20,600"
2019/06,78749,Residential,"51,439,500"
2019/06,78750,Irrigation - Multi-Family,"1,411,500"
2019/06,78750,Multi-Family,"12,347,700"
2019/06,78750,Residential,"46,182,100"
2019/06,78750,Irrigation - Residential,"6,300"
2019/06,78751,Irrigation - Residential,"101,400"
2019/06,78751,Irrigation - Multi-Family,"428,300"
2019/06,78751,Multi-Family,"12,682,900"
2019/06,78751,Residential,"14,658,300"
2019/06,78752,Residential,"11,523,500"
2019/06,78752,Irrigation - Multi-Family,"133,200"
2019/06,78752,Multi-Family,"20,108,100"
2019/06,78752,Irrigation - Residential,900
2019/06,78753,Multi-Family,"59,604,500"
2019/06,78753,Irrigation - Multi-Family,"4,581,800"
2019/06,78753,Residential,"39,417,300"
2019/06,78753,Irrigation - Residential,"4,400"
2019/06,78754,Multi-Family,"17,443,300"
2019/06,78754,Residential,"24,522,100"
2019/06,78754,Irrigation - Multi-Family,"3,254,400"
2019/06,78754,Irrigation - Residential,"25,900"
2019/06,78756,Residential,"10,422,600"
2019/06,78756,Multi-Family,"4,997,500"
2019/06,78756,Irrigation - Residential,"44,600"
2019/06,78756,Irrigation - Multi-Family,"153,100"
2019/06,78757,Multi-Family,"13,603,200"
2019/06,78757,Residential,"30,352,400"
2019/06,78757,Irrigation - Multi-Family,"436,700"
2019/06,78757,Irrigation - Residential,"18,500"
2019/06,78758,Irrigation - Residential,"65,400"
2019/06,78758,Residential,"34,984,100"
2019/06,78758,Multi-Family,"47,560,900"
2019/06,78758,Irrigation - Multi-Family,"4,381,100"
2019/06,78759,Multi-Family,"35,099,000"
2019/06,78759,Residential,"53,860,400"
2019/06,78759,Irrigation - Multi-Family,"1,802,200"
2019/06,78759,Irrigation - Residential,"66,800"
2019/07,78613,Irrigation - Multi-Family,"2,214,500"
2019/07,78613,Multi-Family,"4,461,800"
2019/07,78617,Residential,"20,271,000"
2019/07,78617,Irrigation - Multi-Family,"4,100"
2019/07,78617,Multi-Family,"5,092,200"
2019/07,78617,Irrigation - Residential,"8,600"
2019/07,78652,Irrigation - Residential,"54,700"
2019/07,78652,Residential,"6,518,100"
2019/07,78653,Residential,"5,375,600"
2019/07,78653,Multi-Family,"225,600"
2019/07,78653,Irrigation - Residential,"20,100"
2019/07,78660,Irrigation - Multi-Family,"3,912,600"
2019/07,78660,Multi-Family,"4,574,200"
2019/07,78660,Irrigation - Residential,"22,800"
2019/07,78660,Residential,"15,941,000"
2019/07,78701,Irrigation - Residential,"67,100"
2019/07,78701,Multi-Family,"20,080,800"
2019/07,78701,Irrigation - Multi-Family,"893,700"
2019/07,78701,Residential,"1,294,900"
2019/07,78702,Residential,"26,762,300"
2019/07,78702,Multi-Family,"13,404,600"
2019/07,78702,Irrigation - Multi-Family,"1,944,700"
2019/07,78702,Irrigation - Residential,"10,400"
2019/07,78703,Irrigation - Multi-Family,"577,200"
2019/07,78703,Multi-Family,"13,177,300"
2019/07,78703,Residential,"59,444,600"
2019/07,78703,Irrigation - Residential,"1,421,900"
2019/07,78704,Multi-Family,"52,305,100"
2019/07,78704,Residential,"51,949,400"
2019/07,78704,Irrigation - Multi-Family,"3,757,400"
2019/07,78704,Irrigation - Residential,"201,800"
2019/07,78705,Residential,"8,593,800"
2019/07,78705,Multi-Family,"32,238,400"
2019/07,78705,Irrigation - Multi-Family,"654,800"
2019/07,78705,Irrigation - Residential,"36,700"
2019/07,78717,Multi-Family,"16,785,600"
2019/07,78717,Irrigation - Residential,"33,500"
2019/07,78717,Irrigation - Multi-Family,"8,098,900"
2019/07,78717,Residential,"49,680,800"
2019/07,78719,Multi-Family,"337,200"
2019/07,78719,Residential,"1,670,900"
2019/07,78721,Multi-Family,"5,111,000"
2019/07,78721,Residential,"15,040,300"
2019/07,78721,Irrigation - Multi-Family,"127,700"
2019/07,78721,Irrigation - Residential,"4,000"
2019/07,78722,Residential,"7,812,900"
2019/07,78722,Irrigation - Multi-Family,"91,300"
2019/07,78722,Multi-Family,"3,025,200"
2019/07,78723,Multi-Family,"22,836,500"
2019/07,78723,Residential,"36,049,300"
2019/07,78723,Irrigation - Residential,"26,700"
2019/07,78723,Irrigation - Multi-Family,"327,600"
2019/07,78724,Irrigation - Multi-Family,"18,400"
2019/07,78724,Multi-Family,"14,388,200"
2019/07,78724,Residential,"22,546,200"
2019/07,78724,Irrigation - Residential,"34,900"
2019/07,78725,Irrigation - Residential,0
2019/07,78725,Multi-Family,"186,800"
2019/07,78725,Residential,"4,304,700"
2019/07,78726,Irrigation - Residential,"22,900"
2019/07,78726,Residential,"21,305,500"
2019/07,78726,Irrigation - Multi-Family,"3,807,900"
2019/07,78726,Multi-Family,"13,586,600"
2019/07,78727,Multi-Family,"23,339,000"
2019/07,78727,Irrigation - Multi-Family,"5,729,700"
2019/07,78727,Residential,"39,104,300"
2019/07,78727,Irrigation - Residential,"44,600"
2019/07,78728,Irrigation - Multi-Family,"2,484,700"
2019/07,78728,Multi-Family,"11,136,500"
2019/07,78728,Irrigation - Residential,"7,500"
2019/07,78728,Residential,"8,763,600"
2019/07,78729,Residential,"23,929,000"
2019/07,78729,Multi-Family,"24,107,800"
2019/07,78729,Irrigation - Multi-Family,"4,600,100"
2019/07,78729,Irrigation - Residential,"4,000"
2019/07,78730,Irrigation - Residential,"371,100"
2019/07,78730,Residential,"28,875,500"
2019/07,78730,Irrigation - Multi-Family,"946,400"
2019/07,78730,Multi-Family,"4,906,000"
2019/07,78731,Irrigation - Residential,"487,000"
2019/07,78731,Irrigation - Multi-Family,"1,124,300"
2019/07,78731,Residential,"68,422,300"
2019/07,78731,Multi-Family,"18,000,400"
2019/07,78732,Residential,"2,700"
2019/07,78735,Multi-Family,"11,840,300"
2019/07,78735,Residential,"23,040,500"
2019/07,78735,Irrigation - Multi-Family,"4,478,500"
2019/07,78736,Residential,"15,161,200"
2019/07,78736,Irrigation - Residential,"3,900"
2019/07,78736,Multi-Family,"4,613,100"
2019/07,78736,Irrigation - Multi-Family,"2,184,100"
2019/07,78737,Residential,"9,725,300"
2019/07,78737,Irrigation - Residential,"7,500"
2019/07,78738,Residential,"25,800"
2019/07,78739,Residential,"40,220,600"
