Year Month,Postal Code,Customer Class,Total Gallons
2015/12,78735,Residential,14640300
2015/12,78736,Irrigation - Residential,13500
2015/12,78736,Residential,9671900
2015/12,78736,Irrigation - Multi-Family,580100
2015/12,78736,Multi-Family,2883400
2015/12,78737,Irrigation - Residential,5700
2015/12,78737,Residential,5178100
2015/12,78738,Residential,5600
2015/12,78739,Residential,29234900
2015/12,78739,Irrigation - Multi-Family,900
2015/12,78741,Multi-Family,72883500
2015/12,78741,Irrigation - Residential,10000
2015/12,78741,Residential,16413200
2015/12,78741,Irrigation - Multi-Family,1927500
2015/12,78742,Multi-Family,263800
2015/12,78742,Residential,672600
2015/12,78744,Irrigation - Multi-Family,1154600
2015/12,78744,Irrigation - Residential,23400
2015/12,78744,Residential,44859400
2015/12,78744,Multi-Family,27948200
2015/12,78745,Multi-Family,32865500
2015/12,78745,Residential,62758300
2015/12,78745,Irrigation - Multi-Family,3223600
2015/12,78745,Irrigation - Residential,53400
2015/12,78746,Irrigation - Multi-Family,401100
2015/12,78746,Multi-Family,13184700
2015/12,78746,Irrigation - Residential,222500
2015/12,78746,Residential,28953300
2015/12,78747,Irrigation - Residential,900
2015/12,78747,Residential,20003900
2015/12,78747,Irrigation - Multi-Family,475400
2015/12,78747,Multi-Family,7224400
2015/12,78748,Multi-Family,19576200
2015/12,78748,Irrigation - Multi-Family,5306600
2015/12,78748,Residential,57359500
2015/12,78748,Irrigation - Residential,53000
2015/12,78749,Irrigation - Residential,27100
2015/12,78749,Multi-Family,14899500
2015/12,78749,Irrigation - Multi-Family,3458700
2015/12,78749,Residential,46991200
2015/12,78750,Multi-Family,14661100
2015/12,78750,Irrigation - Multi-Family,752500
2015/12,78750,Irrigation - Residential,100
2015/12,78750,Residential,36327800
2015/12,78751,Irrigation - Multi-Family,429700
2015/12,78751,Irrigation - Residential,11400
2015/12,78751,Residential,14021300
2015/12,78751,Multi-Family,12412100
2015/12,78752,Residential,10517900
2015/12,78752,Multi-Family,18737300
2015/12,78752,Irrigation - Multi-Family,500700
2015/12,78753,Residential,37815700
2015/12,78753,Irrigation - Residential,1900
2015/12,78753,Multi-Family,60836600
2015/12,78753,Irrigation - Multi-Family,2121900
2015/12,78754,Irrigation - Multi-Family,2215600
2015/12,78754,Irrigation - Residential,23100
2015/12,78754,Residential,20116900
2015/12,78754,Multi-Family,14072300
2015/12,78756,Residential,9451500
2015/12,78756,Multi-Family,5288000
2015/12,78756,Irrigation - Multi-Family,141900
2015/12,78756,Irrigation - Residential,26000
2015/12,78757,Irrigation - Residential,1600
2015/12,78757,Irrigation - Multi-Family,148800
2015/12,78757,Multi-Family,12382500
2015/12,78757,Residential,26764800
2015/12,78758,Irrigation - Multi-Family,2650600
2015/12,78758,Residential,36723300
2015/12,78758,Irrigation - Residential,9100
2015/12,78758,Multi-Family,48234800
2015/12,78759,Multi-Family,38276300
2015/12,78759,Irrigation - Residential,35600
2015/12,78759,Irrigation - Multi-Family,964700
2015/12,78759,Residential,45425700
2016/01,78613,Irrigation - Multi-Family,569600
2016/01,78613,Multi-Family,1809800
2016/01,78617,Residential,20318700
2016/01,78617,Multi-Family,4749000
2016/01,78617,Irrigation - Residential,6800
2016/01,78652,Multi-Family,29800
2016/01,78652,Irrigation - Residential,95000
2016/01,78652,Residential,1662500
2016/01,78653,Residential,969000
2016/01,78653,Multi-Family,79900
2016/01,78660,Irrigation - Residential,11500
2016/01,78660,Irrigation - Multi-Family,274200
2016/01,78660,Multi-Family,952900
2016/01,78660,Residential,7268700
2016/01,78701,Irrigation - Multi-Family,992900
2016/01,78701,Residential,711700
2016/01,78701,Multi-Family,14136700
2016/01,78701,Irrigation - Residential,17100
2016/01,78702,Irrigation - Multi-Family,472800
2016/01,78702,Irrigation - Residential,51000
2016/01,78702,Residential,24831500
2016/01,78702,Multi-Family,11136500
2016/01,78703,Multi-Family,12404600
2016/01,78703,Irrigation - Residential,329300
2016/01,78703,Irrigation - Multi-Family,306100
2016/01,78703,Residential,37590100
2016/01,78704,Irrigation - Residential,47700
2016/01,78704,Multi-Family,51823800
2016/01,78704,Residential,37539200
2016/01,78704,Irrigation - Multi-Family,1989000
2016/01,78705,Irrigation - Residential,14900
2016/01,78705,Residential,8054900
2016/01,78705,Irrigation - Multi-Family,257700
2016/01,78705,Multi-Family,31107600
2016/01,78717,Irrigation - Multi-Family,1201200
2016/01,78717,Multi-Family,13006900
2016/01,78717,Irrigation - Residential,11600
2016/01,78717,Residential,25636100
2016/01,78719,Multi-Family,411900
2016/01,78719,Residential,1401200
2016/01,78721,Multi-Family,4969400
2016/01,78721,Irrigation - Multi-Family,315000
2016/01,78721,Irrigation - Residential,4600
2016/01,78721,Residential,13787300
2016/01,78722,Irrigation - Residential,1000
2016/01,78722,Multi-Family,2512600
2016/01,78722,Residential,7504900
2016/01,78722,Irrigation - Multi-Family,81800
2016/01,78723,Irrigation - Residential,3800
2016/01,78723,Residential,30155000
2016/01,78723,Multi-Family,24488200
2016/01,78723,Irrigation - Multi-Family,27500
2016/01,78724,Irrigation - Residential,21100
2016/01,78724,Irrigation - Multi-Family,130300
2016/01,78724,Multi-Family,12048900
2016/01,78724,Residential,20248400
2016/01,78725,Residential,2577200
2016/01,78725,Multi-Family,158200
2016/01,78725,Irrigation - Residential,0
2016/01,78726,Irrigation - Multi-Family,2753900
2016/01,78726,Multi-Family,12819200
2016/01,78726,Irrigation - Residential,13900
2016/01,78726,Residential,12896100
2016/01,78727,Multi-Family,20606000
2016/01,78727,Irrigation - Multi-Family,1173300
2016/01,78727,Irrigation - Residential,4900
2016/01,78727,Residential,31687900
2016/01,78728,Irrigation - Multi-Family,351100
2016/01,78728,Residential,4320600
2016/01,78728,Irrigation - Residential,2500
2016/01,78728,Multi-Family,7513500
2016/01,78729,Multi-Family,20610100
2016/01,78729,Residential,18845500
2016/01,78729,Irrigation - Residential,2400
2016/01,78729,Irrigation - Multi-Family,1570100
2016/01,78730,Irrigation - Multi-Family,411600
2016/01,78730,Irrigation - Residential,58100
2016/01,78730,Multi-Family,5682500
2016/01,78730,Residential,15558400
2016/01,78731,Irrigation - Residential,136900
2016/01,78731,Irrigation - Multi-Family,431800
2016/01,78731,Multi-Family,18435800
2016/01,78731,Residential,44236900
2016/01,78735,Residential,13811800
2016/01,78735,Multi-Family,8391400
2016/01,78735,Irrigation - Multi-Family,1024000
2016/01,78736,Irrigation - Multi-Family,245200
2016/01,78736,Multi-Family,3146900
2016/01,78736,Irrigation - Residential,16300
2016/01,78736,Residential,9711500
2016/01,78737,Residential,5329500
2016/01,78737,Irrigation - Residential,5300
2016/01,78738,Residential,22900
2016/01,78739,Residential,30637000
2016/01,78739,Irrigation - Multi-Family,900
2016/01,78741,Irrigation - Residential,11300
2016/01,78741,Multi-Family,80120700
2016/01,78741,Residential,18245300
2016/01,78741,Irrigation - Multi-Family,1349800
2016/01,78742,Multi-Family,375200
2016/01,78742,Residential,761500
2016/01,78744,Irrigation - Multi-Family,1310500
2016/01,78744,Multi-Family,28601600
2016/01,78744,Residential,46560000
2016/01,78744,Irrigation - Residential,25000
2016/01,78745,Irrigation - Multi-Family,2257200
2016/01,78745,Irrigation - Residential,33600
2016/01,78745,Residential,65863300
2016/01,78745,Multi-Family,34733500
2016/01,78746,Multi-Family,14156300
2016/01,78746,Irrigation - Residential,167500
2016/01,78746,Irrigation - Multi-Family,230100
2016/01,78746,Residential,28070500
2016/01,78747,Multi-Family,7509900
2016/01,78747,Residential,21475100
2016/01,78747,Irrigation - Multi-Family,183300
2016/01,78747,Irrigation - Residential,10300
2016/01,78748,Irrigation - Residential,32200
2016/01,78748,Residential,59610200
2016/01,78748,Multi-Family,22173700
2016/01,78748,Irrigation - Multi-Family,4431800
2016/01,78749,Irrigation - Multi-Family,1799300
2016/01,78749,Residential,47685300
2016/01,78749,Irrigation - Residential,30400
2016/01,78749,Multi-Family,15480400
2016/01,78750,Residential,38529300
2016/01,78750,Irrigation - Multi-Family,617200
2016/01,78750,Irrigation - Residential,200
2016/01,78750,Multi-Family,13670300
2016/01,78751,Irrigation - Residential,30500
2016/01,78751,Multi-Family,11798600
2016/01,78751,Residential,13838700
2016/01,78751,Irrigation - Multi-Family,384500
2016/01,78752,Irrigation - Multi-Family,177200
2016/01,78752,Multi-Family,20319800
2016/01,78752,Residential,12131600
2016/01,78753,Irrigation - Multi-Family,1863600
2016/01,78753,Multi-Family,64652400
2016/01,78753,Irrigation - Residential,1800
2016/01,78753,Residential,38939300
2016/01,78754,Multi-Family,17151700
2016/01,78754,Irrigation - Multi-Family,1988500
2016/01,78754,Residential,20092900
2016/01,78754,Irrigation - Residential,21300
2016/01,78756,Residential,9576800
2016/01,78756,Irrigation - Multi-Family,31800
2016/01,78756,Irrigation - Residential,35600
2016/01,78756,Multi-Family,5058200
2016/01,78757,Irrigation - Residential,8900
2016/01,78757,Irrigation - Multi-Family,69600
2016/01,78757,Residential,27655500
2016/01,78757,Multi-Family,13640100
2016/01,78758,Multi-Family,49892000
2016/01,78758,Residential,36897800
2016/01,78758,Irrigation - Multi-Family,1951400
2016/01,78758,Irrigation - Residential,10500
2016/01,78759,Multi-Family,38409500
2016/01,78759,Irrigation - Multi-Family,743900
2016/01,78759,Irrigation - Residential,33100
2016/01,78759,Residential,46926500
2016/02,78613,Multi-Family,1626500
2016/02,78613,Irrigation - Multi-Family,608000
2016/02,78617,Irrigation - Residential,5000
2016/02,78617,Residential,16990200
2016/02,78617,Multi-Family,4082300
2016/02,78652,Irrigation - Residential,69300
2016/02,78652,Multi-Family,30300
2016/02,78652,Residential,1714600
2016/02,78653,Residential,972500
2016/02,78653,Multi-Family,130600
2016/02,78660,Irrigation - Multi-Family,130700
2016/02,78660,Irrigation - Residential,11300
2016/02,78660,Multi-Family,857000
2016/02,78660,Residential,7014700
2016/02,78701,Residential,862300
2016/02,78701,Irrigation - Residential,22100
2016/02,78701,Multi-Family,13825500
2016/02,78701,Irrigation - Multi-Family,657100
2016/02,78702,Multi-Family,10854600
2016/02,78702,Irrigation - Multi-Family,244400
2016/02,78702,Residential,22992200
2016/02,78702,Irrigation - Residential,15300
2016/02,78703,Irrigation - Multi-Family,253200
2016/02,78703,Irrigation - Residential,638200
2016/02,78703,Residential,40668700
2016/02,78703,Multi-Family,11585900
2016/02,78704,Multi-Family,48623900
2016/02,78704,Residential,37122900
2016/02,78704,Irrigation - Multi-Family,1830100
2016/02,78704,Irrigation - Residential,125000
2016/02,78705,Multi-Family,36491000
2016/02,78705,Residential,8300800
2016/02,78705,Irrigation - Residential,31600
2016/02,78705,Irrigation - Multi-Family,282100
2016/02,78717,Multi-Family,11277600
2016/02,78717,Irrigation - Multi-Family,1834500
2016/02,78717,Irrigation - Residential,11000
2016/02,78717,Residential,24853000
2016/02,78719,Residential,1430600
2016/02,78719,Multi-Family,319200
2016/02,78721,Irrigation - Multi-Family,262000
2016/02,78721,Residential,12119600
2016/02,78721,Multi-Family,4571700
2016/02,78721,Irrigation - Residential,4100
2016/02,78722,Irrigation - Multi-Family,67500
2016/02,78722,Multi-Family,2633500
2016/02,78722,Irrigation - Residential,0
2016/02,78722,Residential,7004100
2016/02,78723,Multi-Family,23168700
2016/02,78723,Irrigation - Multi-Family,87500
2016/02,78723,Irrigation - Residential,700
2016/02,78723,Residential,28770800
2016/02,78724,Irrigation - Multi-Family,102500
2016/02,78724,Irrigation - Residential,18600
2016/02,78724,Multi-Family,11851900
2016/02,78724,Residential,18319200
2016/02,78725,Irrigation - Residential,0
2016/02,78725,Multi-Family,142600
2016/02,78725,Residential,2511600
2016/02,78726,Irrigation - Residential,37200
2016/02,78726,Multi-Family,12088200
2016/02,78726,Residential,12671400
2016/02,78726,Irrigation - Multi-Family,2005300
2016/02,78727,Irrigation - Residential,8200
2016/02,78727,Residential,28951100
2016/02,78727,Irrigation - Multi-Family,2265900
2016/02,78727,Multi-Family,18437500
2016/02,78728,Irrigation - Multi-Family,422400
2016/02,78728,Irrigation - Residential,3000
2016/02,78728,Multi-Family,7183500
2016/02,78728,Residential,4333100
2016/02,78729,Residential,17947900
2016/02,78729,Irrigation - Multi-Family,1669400
2016/02,78729,Multi-Family,19892100
2016/02,78729,Irrigation - Residential,700
2016/02,78730,Irrigation - Multi-Family,572300
2016/02,78730,Residential,15374800
2016/02,78730,Multi-Family,3221100
2016/02,78730,Irrigation - Residential,37400
2016/02,78731,Irrigation - Residential,255000
2016/02,78731,Irrigation - Multi-Family,190400
2016/02,78731,Residential,44739600
2016/02,78731,Multi-Family,16945600
2016/02,78735,Multi-Family,8125800
2016/02,78735,Irrigation - Multi-Family,466600
2016/02,78735,Residential,14483300
2016/02,78736,Irrigation - Multi-Family,418200
2016/02,78736,Multi-Family,3252800
2016/02,78736,Residential,9933100
2016/02,78736,Irrigation - Residential,21700
2016/02,78737,Irrigation - Residential,7700
2016/02,78737,Residential,6015900
2016/02,78738,Residential,6400
2016/02,78739,Irrigation - Multi-Family,6100
2016/02,78739,Residential,26096100
2016/02,78741,Multi-Family,69550800
2016/02,78741,Residential,15404700
2016/02,78741,Irrigation - Multi-Family,1222400
2016/02,78741,Irrigation - Residential,8800
2016/02,78742,Irrigation - Multi-Family,76800
2016/02,78742,Multi-Family,239300
2016/02,78742,Residential,630200
2016/02,78744,Multi-Family,25228100
2016/02,78744,Irrigation - Multi-Family,1655700
2016/02,78744,Residential,42258600
2016/02,78744,Irrigation - Residential,24300
2016/02,78745,Irrigation - Residential,52100
2016/02,78745,Irrigation - Multi-Family,2019400
2016/02,78745,Multi-Family,31115900
2016/02,78745,Residential,60781200
2016/02,78746,Irrigation - Multi-Family,178400
2016/02,78746,Multi-Family,11986400
2016/02,78746,Residential,31169900
2016/02,78746,Irrigation - Residential,294200
2016/02,78747,Irrigation - Multi-Family,196300
2016/02,78747,Residential,18994400
2016/02,78747,Irrigation - Residential,108500
2016/02,78747,Multi-Family,6602700
2016/02,78748,Irrigation - Multi-Family,4155400
2016/02,78748,Irrigation - Residential,20600
2016/02,78748,Residential,53158500
2016/02,78748,Multi-Family,18650600
2016/02,78749,Irrigation - Residential,22700
2016/02,78749,Irrigation - Multi-Family,2277800
2016/02,78749,Multi-Family,14153000
2016/02,78749,Residential,45309600
2016/02,78750,Residential,41251300
2016/02,78750,Irrigation - Multi-Family,606100
2016/02,78750,Multi-Family,11797100
2016/02,78750,Irrigation - Residential,10600
2016/02,78751,Residential,13318800
2016/02,78751,Multi-Family,12115100
2016/02,78751,Irrigation - Multi-Family,422600
2016/02,78751,Irrigation - Residential,56200
2016/02,78752,Residential,10353400
2016/02,78752,Multi-Family,18092300
2016/02,78752,Irrigation - Multi-Family,21300
2016/02,78753,Multi-Family,56497300
2016/02,78753,Residential,35974800
2016/02,78753,Irrigation - Residential,1800
2016/02,78753,Irrigation - Multi-Family,1550200
2016/02,78754,Multi-Family,15008300
2016/02,78754,Irrigation - Residential,22400
2016/02,78754,Residential,19381700
2016/02,78754,Irrigation - Multi-Family,1583600
2016/02,78756,Multi-Family,5027900
2016/02,78756,Residential,9179000
2016/02,78756,Irrigation - Multi-Family,26200
2016/02,78756,Irrigation - Residential,24500
2016/02,78757,Multi-Family,12477500
2016/02,78757,Irrigation - Multi-Family,88100
2016/02,78757,Irrigation - Residential,11200
2016/02,78757,Residential,26085600
2016/02,78758,Irrigation - Multi-Family,1700500
2016/02,78758,Multi-Family,45077600
2016/02,78758,Irrigation - Residential,19600
2016/02,78758,Residential,34671100
2016/02,78759,Multi-Family,35063300
2016/02,78759,Residential,47564300
2016/02,78759,Irrigation - Residential,59500
2016/02,78759,Irrigation - Multi-Family,629600
2016/03,78613,Multi-Family,1662200
2016/03,78613,Irrigation - Multi-Family,825100
2016/03,78617,Irrigation - Residential,5100
2016/03,78617,Multi-Family,4238000
2016/03,78617,Residential,17882400
2016/03,78652,Multi-Family,39200
2016/03,78652,Irrigation - Residential,67800
2016/03,78652,Residential,2130300
2016/03,78653,Multi-Family,71800
2016/03,78653,Residential,956900
2016/03,78660,Irrigation - Multi-Family,347400
2016/03,78660,Residential,7901100
2016/03,78660,Irrigation - Residential,11000
2016/03,78660,Multi-Family,907500
2016/03,78701,Multi-Family,14203500
2016/03,78701,Residential,755800
2016/03,78701,Irrigation - Residential,17800
2016/03,78701,Irrigation - Multi-Family,788600
2016/03,78702,Irrigation - Multi-Family,383900
2016/03,78702,Irrigation - Residential,14300
2016/03,78702,Residential,23738000
2016/03,78702,Multi-Family,10082200
2016/03,78703,Residential,45177100
2016/03,78703,Irrigation - Residential,903800
2016/03,78703,Multi-Family,12028900
2016/03,78703,Irrigation - Multi-Family,273200
2016/03,78704,Multi-Family,52560300
2016/03,78704,Residential,40251100
2016/03,78704,Irrigation - Residential,161000
2016/03,78704,Irrigation - Multi-Family,2107500
2016/03,78705,Irrigation - Multi-Family,453300
2016/03,78705,Residential,9117400
2016/03,78705,Irrigation - Residential,61700
2016/03,78705,Multi-Family,39508000
2016/03,78717,Irrigation - Multi-Family,3592200
2016/03,78717,Irrigation - Residential,20800
2016/03,78717,Residential,26233800
2016/03,78717,Multi-Family,13098600
2016/03,78719,Residential,1444600
2016/03,78719,Multi-Family,383700
2016/03,78721,Irrigation - Multi-Family,104000
2016/03,78721,Multi-Family,4371800
2016/03,78721,Irrigation - Residential,3700
2016/03,78721,Residential,12441600
2016/03,78722,Residential,7721100
2016/03,78722,Multi-Family,2802500
2016/03,78722,Irrigation - Multi-Family,3500
2016/03,78723,Residential,31032300
2016/03,78723,Multi-Family,22515900
2016/03,78723,Irrigation - Residential,6000
2016/03,78723,Irrigation - Multi-Family,27200
2016/03,78724,Multi-Family,11302600
2016/03,78724,Residential,18013100
2016/03,78724,Irrigation - Residential,21500
2016/03,78724,Irrigation - Multi-Family,104700
2016/03,78725,Residential,2636600
2016/03,78725,Multi-Family,135000
2016/03,78725,Irrigation - Residential,0
2016/03,78726,Irrigation - Residential,36500
2016/03,78726,Irrigation - Multi-Family,2273200
2016/03,78726,Residential,14070800
2016/03,78726,Multi-Family,10147000
2016/03,78727,Residential,31909500
2016/03,78727,Irrigation - Multi-Family,2940100
2016/03,78727,Multi-Family,19578600
2016/03,78727,Irrigation - Residential,11500
2016/03,78728,Residential,4816700
2016/03,78728,Irrigation - Residential,3200
2016/03,78728,Multi-Family,6791300
2016/03,78728,Irrigation - Multi-Family,565100
2016/03,78729,Multi-Family,20224400
2016/03,78729,Residential,18872900
2016/03,78729,Irrigation - Multi-Family,1878000
2016/03,78729,Irrigation - Residential,1600
2016/03,78730,Irrigation - Multi-Family,649100
2016/03,78730,Irrigation - Residential,57300
2016/03,78730,Residential,20051600
2016/03,78730,Multi-Family,6477800
2016/03,78731,Multi-Family,18420700
2016/03,78731,Residential,50626600
2016/03,78731,Irrigation - Residential,360700
2016/03,78731,Irrigation - Multi-Family,384300
2016/03,78735,Multi-Family,8840400
2016/03,78735,Irrigation - Multi-Family,1093900
2016/03,78735,Residential,17294900
2016/03,78736,Irrigation - Multi-Family,435200
2016/03,78736,Irrigation - Residential,26200
2016/03,78736,Multi-Family,3203800
2016/03,78736,Residential,11580400
2016/03,78737,Residential,6549600
2016/03,78737,Irrigation - Residential,5800
2016/03,78738,Residential,7400
2016/03,78739,Irrigation - Multi-Family,34100
2016/03,78739,Residential,32205800
2016/03,78741,Residential,17176800
2016/03,78741,Multi-Family,80857000
2016/03,78741,Irrigation - Residential,14500
2016/03,78741,Irrigation - Multi-Family,1919100
2016/03,78742,Residential,685800
2016/03,78742,Multi-Family,246400
2016/03,78742,Irrigation - Multi-Family,106500
2016/03,78744,Irrigation - Multi-Family,1810400
2016/03,78744,Multi-Family,28276600
2016/03,78744,Irrigation - Residential,24400
2016/03,78744,Residential,45186700
2016/03,78745,Multi-Family,32437500
2016/03,78745,Irrigation - Multi-Family,2503200
2016/03,78745,Irrigation - Residential,28800
2016/03,78745,Residential,64760100
2016/03,78746,Irrigation - Multi-Family,241500
2016/03,78746,Residential,33446800
2016/03,78746,Irrigation - Residential,344000
2016/03,78746,Multi-Family,12517300
2016/03,78747,Irrigation - Multi-Family,218300
2016/03,78747,Multi-Family,6870500
2016/03,78747,Residential,22089100
2016/03,78747,Irrigation - Residential,6200
2016/03,78748,Multi-Family,19636100
2016/03,78748,Irrigation - Residential,23100
2016/03,78748,Residential,60959300
2016/03,78748,Irrigation - Multi-Family,3828000
2016/03,78749,Irrigation - Multi-Family,2734200
2016/03,78749,Multi-Family,14526200
2016/03,78749,Irrigation - Residential,23200
2016/03,78749,Residential,50193900
2016/03,78750,Irrigation - Multi-Family,676100
2016/03,78750,Residential,42766400
2016/03,78750,Irrigation - Residential,12600
2016/03,78750,Multi-Family,13352600
2016/03,78751,Irrigation - Multi-Family,532600
2016/03,78751,Irrigation - Residential,48400
2016/03,78751,Residential,14807900
2016/03,78751,Multi-Family,12515900
2016/03,78752,Irrigation - Multi-Family,124300
2016/03,78752,Residential,11441800
2016/03,78752,Multi-Family,19051400
2016/03,78753,Multi-Family,58358100
2016/03,78753,Irrigation - Multi-Family,2270200
2016/03,78753,Irrigation - Residential,4400
2016/03,78753,Residential,36721500
2016/03,78754,Residential,19746300
2016/03,78754,Irrigation - Multi-Family,1480200
2016/03,78754,Irrigation - Residential,19300
2016/03,78754,Multi-Family,15892900
2016/03,78756,Multi-Family,5309400
2016/03,78756,Irrigation - Multi-Family,20900
2016/03,78756,Irrigation - Residential,30600
2016/03,78756,Residential,10846500
2016/03,78757,Multi-Family,12863300
2016/03,78757,Irrigation - Multi-Family,162700
2016/03,78757,Irrigation - Residential,37600
2016/03,78757,Residential,29366000
2016/03,78758,Multi-Family,46215000
2016/03,78758,Irrigation - Multi-Family,2644800
2016/03,78758,Irrigation - Residential,20200
2016/03,78758,Residential,36864500
2016/03,78759,Irrigation - Multi-Family,555500
2016/03,78759,Residential,51414600
2016/03,78759,Irrigation - Residential,80900
2016/03,78759,Multi-Family,36055200
2016/04,78613,Irrigation - Multi-Family,1261000
2016/04,78613,Multi-Family,1679900
2016/04,78617,Residential,18347100
2016/04,78617,Irrigation - Residential,5700
2016/04,78617,Multi-Family,4562500
2016/04,78652,Residential,2340700
2016/04,78652,Multi-Family,41800
2016/04,78652,Irrigation - Residential,69600
2016/04,78653,Multi-Family,63800
2016/04,78653,Residential,1045100
2016/04,78660,Irrigation - Multi-Family,775400
2016/04,78660,Irrigation - Residential,11400
2016/04,78660,Multi-Family,1016800
2016/04,78660,Residential,7188400
2016/04,78701,Multi-Family,14827400
2016/04,78701,Irrigation - Multi-Family,919400
2016/04,78701,Residential,886000
2016/04,78701,Irrigation - Residential,17000
2016/04,78702,Irrigation - Residential,16200
2016/04,78702,Residential,23790600
2016/04,78702,Multi-Family,10444300
2016/04,78702,Irrigation - Multi-Family,538800
2016/04,78703,Residential,42948200
2016/04,78703,Irrigation - Residential,765000
2016/04,78703,Multi-Family,12844400
2016/04,78703,Irrigation - Multi-Family,508100
2016/04,78704,Residential,41423700
2016/04,78704,Irrigation - Residential,135100
2016/04,78704,Multi-Family,50654400
2016/04,78704,Irrigation - Multi-Family,2108400
2016/04,78705,Irrigation - Multi-Family,616800
2016/04,78705,Residential,8764200
2016/04,78705,Irrigation - Residential,54900
2016/04,78705,Multi-Family,39399900
2016/04,78717,Irrigation - Residential,32400
2016/04,78717,Residential,30579300
2016/04,78717,Irrigation - Multi-Family,4412600
2016/04,78717,Multi-Family,12172600
2016/04,78719,Multi-Family,364900
2016/04,78719,Residential,1379900
2016/04,78721,Residential,12447100
2016/04,78721,Irrigation - Multi-Family,1041000
2016/04,78721,Multi-Family,4327600
2016/04,78721,Irrigation - Residential,4600
2016/04,78722,Irrigation - Multi-Family,181300
2016/04,78722,Irrigation - Residential,0
2016/04,78722,Residential,7685500
2016/04,78722,Multi-Family,2599100
2016/04,78723,Irrigation - Multi-Family,60200
2016/04,78723,Irrigation - Residential,5400
2016/04,78723,Multi-Family,21939100
2016/04,78723,Residential,30085000
2016/04,78724,Irrigation - Multi-Family,143300
2016/04,78724,Irrigation - Residential,23600
2016/04,78724,Residential,19268600
2016/04,78724,Multi-Family,13131500
2016/04,78725,Irrigation - Residential,0
2016/04,78725,Multi-Family,142000
2016/04,78725,Residential,2620800
2016/04,78726,Irrigation - Multi-Family,2916100
2016/04,78726,Residential,14264700
2016/04,78726,Irrigation - Residential,19600
2016/04,78726,Multi-Family,13339700
2016/04,78727,Residential,33477600
2016/04,78727,Irrigation - Residential,12100
2016/04,78727,Irrigation - Multi-Family,2686100
2016/04,78727,Multi-Family,22892300
2016/04,78728,Multi-Family,6852000
2016/04,78728,Irrigation - Residential,2300
2016/04,78728,Irrigation - Multi-Family,854900
2016/04,78728,Residential,4586000
2016/04,78729,Irrigation - Multi-Family,1122300
2016/04,78729,Residential,18934400
2016/04,78729,Multi-Family,20710400
2016/04,78729,Irrigation - Residential,5000
2016/04,78730,Residential,17820100
2016/04,78730,Multi-Family,5608200
2016/04,78730,Irrigation - Residential,66300
2016/04,78730,Irrigation - Multi-Family,977300
2016/04,78731,Irrigation - Multi-Family,495800
2016/04,78731,Residential,52563200
2016/04,78731,Irrigation - Residential,404400
2016/04,78731,Multi-Family,17994300
2016/04,78735,Residential,17809100
2016/04,78735,Irrigation - Multi-Family,1159400
2016/04,78735,Multi-Family,8735300
2016/04,78736,Multi-Family,3111200
2016/04,78736,Irrigation - Residential,19100
2016/04,78736,Residential,11460200
2016/04,78736,Irrigation - Multi-Family,577100
2016/04,78737,Irrigation - Residential,6700
2016/04,78737,Residential,7046900
2016/04,78738,Residential,1500
2016/04,78739,Irrigation - Multi-Family,100
2016/04,78739,Residential,35513600
2016/04,78741,Multi-Family,73709800
2016/04,78741,Irrigation - Residential,17900
2016/04,78741,Residential,17153000
2016/04,78741,Irrigation - Multi-Family,2323700
2016/04,78742,Irrigation - Multi-Family,125100
2016/04,78742,Multi-Family,280800
2016/04,78742,Residential,706600
2016/04,78744,Irrigation - Multi-Family,2259200
2016/04,78744,Multi-Family,28210000
2016/04,78744,Residential,45235500
2016/04,78744,Irrigation - Residential,35700
2016/04,78745,Irrigation - Residential,29000
2016/04,78745,Multi-Family,32254500
2016/04,78745,Residential,64920200
2016/04,78745,Irrigation - Multi-Family,2054600
2016/04,78746,Irrigation - Residential,302700
2016/04,78746,Irrigation - Multi-Family,508200
2016/04,78746,Residential,35052300
2016/04,78746,Multi-Family,12745800
2016/04,78747,Irrigation - Multi-Family,377900
2016/04,78747,Irrigation - Residential,9000
2016/04,78747,Multi-Family,6973900
2016/04,78747,Residential,22757200
2016/04,78748,Multi-Family,21063800
2016/04,78748,Irrigation - Residential,18100
2016/04,78748,Irrigation - Multi-Family,4718100
2016/04,78748,Residential,61079500
2016/04,78749,Multi-Family,14597100
2016/04,78749,Irrigation - Residential,30500
2016/04,78749,Residential,52895500
2016/04,78749,Irrigation - Multi-Family,2293700
2016/04,78750,Irrigation - Residential,10500
2016/04,78750,Multi-Family,13573200
2016/04,78750,Irrigation - Multi-Family,1442700
2016/04,78750,Residential,42049900
2016/04,78751,Irrigation - Multi-Family,631900
2016/04,78751,Residential,14583400
2016/04,78751,Multi-Family,12946600
2016/04,78751,Irrigation - Residential,46700
2016/04,78752,Irrigation - Multi-Family,244200
2016/04,78752,Multi-Family,18998500
2016/04,78752,Residential,11864200
2016/04,78753,Residential,37020600
2016/04,78753,Multi-Family,58479100
2016/04,78753,Irrigation - Multi-Family,2753200
2016/04,78753,Irrigation - Residential,3700
2016/04,78754,Residential,19809500
2016/04,78754,Multi-Family,16487400
2016/04,78754,Irrigation - Residential,14300
2016/04,78754,Irrigation - Multi-Family,2082000
2016/04,78756,Irrigation - Residential,24900
2016/04,78756,Multi-Family,5253200
2016/04,78756,Irrigation - Multi-Family,59200
2016/04,78756,Residential,10467000
